gender,age,country,period,apps,n_unique_users,students,parents_of_children_0_4_years,parents_of_children_5_10_years,women_planning_a_baby,standard,premium_i_phone,other_premium,category
men,18-30,Poland,2018.1,Uber,9207,0.0437710437710438,0.0688606495058108,0.00564787661561855,0,0.921472792440534,0.0524600847181492,0.0260671228413164,Transportation
men,18-30,Ukraine,2018.1,Uber,3530,0.0524079320113315,0.0424929178470255,0.00254957507082153,0,0.927195467422096,0.0628895184135977,0.00991501416430596,Transportation
men,18-30,Other,2018.1,Uber,1461,0.0219028062970568,0.0513347022587269,0.0027378507871321,0,0.931553730321697,0.0424366872005476,0.026009582477755,Transportation
men,31-50,Poland,2018.1,Uber,8989,0.0110134608966515,0.0125709200133497,0.0586272110357103,0,0.926020691956836,0.0695294248525976,0.00444988319056627,Transportation
men,31-50,Ukraine,2018.1,Uber,3446,0,0.0118978525827046,0.0725478816018572,0,0.918456181079512,0.0687753917585607,0.0127684271619269,Transportation
men,31-50,Other,2018.1,Uber,1426,0,0.00561009817671809,0.0624123422159888,0,0.938990182328191,0.0525946704067321,0.00841514726507708,Transportation
men,51-64,Poland,2018.1,Uber,938,0,0,0,0,0.94456289978678,0.0319829424307036,0.0234541577825159,Transportation
men,51-64,Ukraine,2018.1,Uber,359,0,0,0,0,0.947075208913649,0.0194986072423398,0.0334261838440111,Transportation
men,51-64,Other,2018.1,Uber,149,0,0,0,0,0.953020134228188,0.0134228187919463,0.0335570469798658,Transportation
women,18-30,Poland,2018.1,Uber,1361,0.0249816311535636,0.0124908155767818,0.00220426157237325,0.00734753857457752,0.92138133725202,0.0624540778839089,0.0161645848640706,Transportation
women,18-30,Ukraine,2018.1,Uber,522,0.0172413793103448,0.00574712643678161,0.00383141762452107,0.00574712643678161,0.923371647509579,0.0517241379310345,0.024904214559387,Transportation
women,18-30,Other,2018.1,Uber,216,0.00462962962962963,0.00462962962962963,0,0.00462962962962963,0.935185185185185,0.0509259259259259,0.0138888888888888,Transportation
women,31-50,Poland,2018.1,Uber,1329,0,0.00752445447705041,0.0255831452219714,0.00150489089541008,0.927765237020316,0.0654627539503386,0.00677200902934538,Transportation
women,31-50,Ukraine,2018.1,Uber,509,0,0.00589390962671906,0.0294695481335953,0,0.915520628683694,0.0726915520628684,0.0117878192534381,Transportation
women,31-50,Other,2018.1,Uber,211,0,0.004739336492891,0.028436018957346,0,0.938388625592417,0.042654028436019,0.018957345971564,Transportation
women,51-64,Poland,2018.1,Uber,139,0,0,0,0,0.949640287769784,0.0215827338129496,0.0287769784172662,Transportation
women,51-64,Ukraine,2018.1,Uber,53,0,0,0,0,0.943396226415094,0.0188679245283019,0.0377358490566038,Transportation
women,51-64,Other,2018.1,Uber,22,0,0,0,0,0.954545454545455,0,0.0454545454545454,Transportation
men,18-30,Poland,2018.2,Uber,10218,0.044529262086514,0.0692894891368174,0.00577412409473478,0,0.921511058915639,0.0525543159130945,0.0259346251712663,Transportation
men,18-30,Ukraine,2018.2,Uber,3834,0.0529473135106938,0.0440792905581638,0.00312989045383412,0,0.928012519561815,0.0628586332811685,0.00912884715701623,Transportation
men,18-30,Other,2018.2,Uber,1572,0.0229007633587786,0.0515267175572519,0.00254452926208651,0,0.931933842239186,0.0426208651399491,0.0254452926208652,Transportation
men,31-50,Poland,2018.2,Uber,9791,0.0121540189970381,0.0135839035849249,0.0590338065570422,0,0.92676948217751,0.0524971912981309,0.0207333265243591,Transportation
men,31-50,Ukraine,2018.2,Uber,3753,0,0.0122568611777245,0.0724753530508926,0,0.931521449507061,0.0540900612843059,0.014388489208633,Transportation
men,31-50,Other,2018.2,Uber,1548,0,0.00645994832041344,0.062015503875969,0,0.939276485788114,0.0426356589147287,0.0180878552971576,Transportation
men,51-64,Poland,2018.2,Uber,1016,0,0,0,0,0.944881889763779,0.0324803149606299,0.0226377952755905,Transportation
men,51-64,Ukraine,2018.2,Uber,385,0,0,0,0,0.948051948051948,0.0207792207792208,0.0311688311688312,Transportation
men,51-64,Other,2018.2,Uber,149,0,0,0,0,0.953020134228188,0.0134228187919463,0.0335570469798658,Transportation
women,18-30,Poland,2018.2,Uber,1479,0.0256930358350237,0.0128465179175118,0.00202839756592292,0.00743745774171738,0.922244759972955,0.0628803245436106,0.0148749154834347,Transportation
women,18-30,Ukraine,2018.2,Uber,544,0.0183823529411765,0.00551470588235294,0.00367647058823529,0.00551470588235294,0.924632352941176,0.0533088235294118,0.0220588235294117,Transportation
women,18-30,Other,2018.2,Uber,235,0.00851063829787234,0.00425531914893617,0,0.00425531914893617,0.931914893617021,0.051063829787234,0.0170212765957447,Transportation
women,31-50,Poland,2018.2,Uber,1438,0,0.0090403337969402,0.0257301808066759,0.00139082058414465,0.928372739916551,0.0660639777468707,0.00556328233657855,Transportation
women,31-50,Ukraine,2018.2,Uber,536,0,0.00559701492537313,0.0279850746268657,0,0.916044776119403,0.0727611940298508,0.0111940298507464,Transportation
women,31-50,Other,2018.2,Uber,227,0,0.00440528634361234,0.026431718061674,0,0.938325991189427,0.0440528634361234,0.0176211453744494,Transportation
women,51-64,Poland,2018.2,Uber,136,0,0,0,0,0.948529411764706,0.0220588235294118,0.0294117647058824,Transportation
women,51-64,Ukraine,2018.2,Uber,52,0,0,0,0,0.942307692307692,0.0192307692307692,0.0384615384615384,Transportation
men,18-30,Poland,2019.1,Uber,11293,0.0448950677410785,0.0695120871336226,0.00602142920393164,0,0.922164172496237,0.0526875055344018,0.0251483219693616,Transportation
men,18-30,Ukraine,2019.1,Uber,4126,0.0538051381483277,0.043141056713524,0.00339311682016481,0,0.928017450315075,0.0630150266602036,0.00896752302472126,Transportation
men,18-30,Other,2019.1,Uber,1672,0.0245215311004785,0.0526315789473684,0.00239234449760766,0,0.932416267942584,0.0424641148325359,0.0251196172248804,Transportation
men,31-50,Poland,2019.1,Uber,10574,0.0131454511064876,0.0133345942878759,0.0592018157745413,0,0.927558161528277,0.0524872328352563,0.0199546056364669,Transportation
men,31-50,Ukraine,2019.1,Uber,4048,0,0.012598814229249,0.0728754940711462,0,0.931571146245059,0.0543478260869565,0.0140810276679841,Transportation
men,31-50,Other,2019.1,Uber,1647,0,0.00728597449908925,0.0631451123254402,0,0.939283545840923,0.042501517911354,0.0182149362477232,Transportation
men,51-64,Poland,2019.1,Uber,1075,0,0,0,0,0.945116279069767,0.0325581395348837,0.0223255813953488,Transportation
men,51-64,Ukraine,2019.1,Uber,412,0,0,0,0,0.946601941747573,0.0218446601941748,0.0315533980582524,Transportation
men,51-64,Other,2019.1,Uber,156,0,0,0,0,0.948717948717949,0.0128205128205128,0.0384615384615385,Transportation
women,18-30,Poland,2019.1,Uber,1582,0.027180783817952,0.0126422250316056,0.00316055625790139,0.00758533501896334,0.922250316055626,0.0625790139064475,0.0151706700379267,Transportation
women,18-30,Ukraine,2019.1,Uber,561,0.017825311942959,0.0071301247771836,0.0053475935828877,0.0053475935828877,0.925133689839572,0.053475935828877,0.0213903743315508,Transportation
women,18-30,Other,2019.1,Uber,234,0.00854700854700855,0.00427350427350427,0,0.00427350427350427,0.935897435897436,0.0512820512820513,0.0128205128205128,Transportation
women,31-50,Poland,2019.1,Uber,1548,0,0.00839793281653747,0.0264857881136951,0.00193798449612403,0.928940568475452,0.0658914728682171,0.0051679586563308,Transportation
women,31-50,Ukraine,2019.1,Uber,558,0,0.00716845878136201,0.028673835125448,0,0.913978494623656,0.0734767025089606,0.0125448028673836,Transportation
women,31-50,Other,2019.1,Uber,243,0,0.00411522633744856,0.0288065843621399,0.00411522633744856,0.938271604938272,0.0411522633744856,0.0205761316872428,Transportation
women,51-64,Poland,2019.1,Uber,140,0,0,0,0,0.95,0.0214285714285714,0.0285714285714286,Transportation
women,51-64,Ukraine,2019.1,Uber,29,0,0,0,0,0.96551724137931,0,0.0344827586206896,Transportation
men,18-30,Poland,2019.2,Uber,12205,0.0459647685374846,0.0696435886931585,0.00606308889799263,0,0.922490782466202,0.0527652601392872,0.0247439573945104,Transportation
men,18-30,Ukraine,2019.2,Uber,4343,0.055491595671195,0.0439788164862998,0.00414460050656228,0,0.928620769053649,0.0630900299332259,0.00828920101312458,Transportation
men,18-30,Other,2019.2,Uber,1744,0.025802752293578,0.0544724770642202,0.00286697247706422,0,0.932339449541285,0.0424311926605505,0.025229357798165,Transportation
men,31-50,Poland,2019.2,Uber,11183,0.0135026379325762,0.0140391665921488,0.0592864168827685,0,0.9282840025038,0.0526692300813735,0.0190467674148261,Transportation
men,31-50,Ukraine,2019.2,Uber,4287,0,0.013296011196641,0.073011429904362,0,0.932120363890833,0.0545836249125262,0.013296011196641,Transportation
men,31-50,Other,2019.2,Uber,1746,0,0.00859106529209622,0.063573883161512,0,0.939862542955326,0.0429553264604811,0.0171821305841925,Transportation
men,51-64,Poland,2019.2,Uber,1126,0,0,0,0,0.945825932504441,0.0328596802841918,0.0213143872113677,Transportation
men,51-64,Ukraine,2019.2,Uber,423,0,0,0,0,0.947990543735225,0.0212765957446809,0.0307328605200945,Transportation
men,51-64,Other,2019.2,Uber,149,0,0,0,0,0.953020134228188,0.0134228187919463,0.0335570469798658,Transportation
women,18-30,Poland,2019.2,Uber,1659,0.0277275467148885,0.0138637733574442,0.00421940928270042,0.00783604581072936,0.922845087402049,0.0626883664858348,0.0144665461121157,Transportation
women,18-30,Ukraine,2019.2,Uber,585,0.0188034188034188,0.00854700854700855,0.00512820512820513,0.00683760683760684,0.924786324786325,0.052991452991453,0.0222222222222221,Transportation
women,18-30,Other,2019.2,Uber,244,0.00819672131147541,0.00409836065573771,0.00409836065573771,0.00409836065573771,0.934426229508197,0.0532786885245902,0.0122950819672131,Transportation
women,31-50,Poland,2019.2,Uber,1640,0,0.00792682926829268,0.0268292682926829,0.00182926829268293,0.929268292682927,0.0658536585365854,0.00487804878048781,Transportation
women,31-50,Ukraine,2019.2,Uber,582,0,0.00687285223367698,0.0309278350515464,0,0.914089347079038,0.0721649484536082,0.013745704467354,Transportation
women,31-50,Other,2019.2,Uber,241,0,0.00829875518672199,0.029045643153527,0.004149377593361,0.941908713692946,0.04149377593361,0.016597510373444,Transportation
women,51-64,Poland,2019.2,Uber,130,0,0,0,0,0.946153846153846,0.0230769230769231,0.0307692307692308,Transportation
women,51-64,Ukraine,2019.2,Uber,18,0,0,0,0,0.944444444444444,0,0.0555555555555556,Transportation
men,18-30,Poland,2020.1,Uber,13097,0.0469573184698786,0.071314041383523,0.00679544933954341,0,0.922806749637322,0.0529128808123998,0.0242803695502787,Transportation
men,18-30,Ukraine,2020.1,Uber,4520,0.0561946902654867,0.0440265486725664,0.00486725663716814,0,0.928982300884956,0.0630530973451327,0.00796460176991154,Transportation
men,18-30,Other,2020.1,Uber,1814,0.0270121278941566,0.0545755237045204,0.00275633958103638,0,0.933296582138919,0.0424476295479603,0.0242557883131201,Transportation
men,31-50,Poland,2020.1,Uber,11694,0.0148794253463315,0.0156490507952796,0.0596887292628699,0,0.928595861125363,0.0527621002223362,0.0186420386523003,Transportation
men,31-50,Ukraine,2020.1,Uber,4478,0,0.0145154086645824,0.0734702992407325,0,0.932782492184011,0.0544886109870478,0.0127288968289414,Transportation
men,31-50,Other,2020.1,Uber,1809,0,0.00939745715865119,0.0641238253178552,0,0.939745715865119,0.0431177446102819,0.0171365395245992,Transportation
men,51-64,Poland,2020.1,Uber,1159,0,0,0,0,0.945642795513374,0.0327868852459016,0.0215703192407247,Transportation
men,51-64,Ukraine,2020.1,Uber,431,0,0,0,0,0.948955916473318,0.0208816705336427,0.0301624129930395,Transportation
men,51-64,Other,2020.1,Uber,132,0,0,0,0,0.954545454545455,0.00757575757575758,0.0378787878787879,Transportation
women,18-30,Poland,2020.1,Uber,1725,0.0289855072463768,0.0150724637681159,0.00463768115942029,0.00811594202898551,0.922898550724638,0.0626086956521739,0.0144927536231885,Transportation
women,18-30,Ukraine,2020.1,Uber,601,0.0199667221297837,0.00831946755407654,0.00499168053244592,0.00665557404326123,0.925124792013311,0.0532445923460899,0.0216306156405991,Transportation
women,18-30,Other,2020.1,Uber,253,0.00790513833992095,0.00790513833992095,0.00395256916996047,0.00395256916996047,0.936758893280632,0.0513833992094862,0.0118577075098814,Transportation
women,31-50,Poland,2020.1,Uber,1699,0,0.00824014125956445,0.0276633313713949,0.00235432607416127,0.929958799293702,0.0659211300765156,0.00412007062978226,Transportation
women,31-50,Ukraine,2020.1,Uber,594,0,0.00841750841750842,0.0303030303030303,0.00168350168350168,0.914141414141414,0.0723905723905724,0.0134680134680134,Transportation
women,31-50,Other,2020.1,Uber,243,0,0.00823045267489712,0.0288065843621399,0.00411522633744856,0.94238683127572,0.0411522633744856,0.0164609053497942,Transportation
women,51-64,Poland,2020.1,Uber,122,0,0,0,0,0.950819672131147,0.0245901639344262,0.0245901639344263,Transportation
men,18-30,Poland,2020.2,Uber,13299,0.0480487254680803,0.0724114595082337,0.00721858786374915,0,0.923076923076923,0.0529363110008271,0.0239867659222497,Transportation
men,18-30,Ukraine,2020.2,Uber,4720,0.0578389830508475,0.0449152542372881,0.00550847457627119,0,0.929025423728813,0.063135593220339,0.0078389830508474,Transportation
men,18-30,Other,2020.2,Uber,1906,0.027806925498426,0.0561385099685205,0.00367261280167891,0,0.93389296956978,0.0430220356768101,0.0230849947534103,Transportation
men,31-50,Poland,2020.2,Uber,12165,0.0165228113440197,0.0157007809288944,0.0602548294286889,0,0.928812166050144,0.0528565556925606,0.0183312782572955,Transportation
men,31-50,Ukraine,2020.2,Uber,4653,0,0.0152589727057812,0.0741457124435848,0,0.933161401246508,0.054588437567161,0.0122501611863315,Transportation
men,31-50,Other,2020.2,Uber,1905,0,0.0110236220472441,0.0640419947506562,0,0.940157480314961,0.0430446194225722,0.0167979002624672,Transportation
men,51-64,Poland,2020.2,Uber,1219,0,0,0,0,0.945857260049221,0.0336341263330599,0.0205086136177195,Transportation
men,51-64,Ukraine,2020.2,Uber,473,0,0,0,0,0.949260042283298,0.0211416490486258,0.0295983086680761,Transportation
men,51-64,Other,2020.2,Uber,169,0,0,0,0,0.952662721893491,0.0118343195266272,0.0355029585798817,Transportation
women,18-30,Poland,2020.2,Uber,1811,0.0298177802319161,0.014908890115958,0.00552181115405853,0.0082827167310878,0.923246824958586,0.0629486471562673,0.0138045278851463,Transportation
women,18-30,Ukraine,2020.2,Uber,654,0.0214067278287462,0.0091743119266055,0.00458715596330275,0.00611620795107034,0.925076452599388,0.0535168195718654,0.0214067278287461,Transportation
women,18-30,Other,2020.2,Uber,273,0.010989010989011,0.00732600732600733,0.00366300366300366,0.00732600732600733,0.934065934065934,0.0549450549450549,0.010989010989011,Transportation
women,31-50,Poland,2020.2,Uber,1767,0,0.00905489530277306,0.0277306168647425,0.00226372382569327,0.930390492359932,0.066213921901528,0.00339558573853993,Transportation
women,31-50,Ukraine,2020.2,Uber,617,0,0.00810372771474878,0.0307941653160454,0.00162074554294976,0.912479740680713,0.0729335494327391,0.0145867098865478,Transportation
women,31-50,Other,2020.2,Uber,266,0,0.0075187969924812,0.0300751879699248,0.0037593984962406,0.93984962406015,0.0413533834586466,0.018796992481203,Transportation
women,51-64,Poland,2020.2,Uber,157,0,0,0,0,0.949044585987261,0.0191082802547771,0.0318471337579618,Transportation
men,18-30,Poland,2018.1,Bolt Driver,6661,0.0567482360006005,0.0812190361807537,0.0124605915027774,0,0.911424711004354,0.0629034679477556,0.0256718210478907,Transportation
men,18-30,Ukraine,2018.1,Bolt Driver,3007,0.0625207848353841,0.068506817426006,0.00565347522447622,0,0.917858330562022,0.0724975058197539,0.00964416361822418,Transportation
men,18-30,Other,2018.1,Bolt Driver,976,0.0204918032786885,0.0420081967213115,0.00819672131147541,0,0.927254098360656,0.0522540983606557,0.0204918032786885,Transportation
men,31-50,Poland,2018.1,Bolt Driver,5173,0.0052194084670404,0.0104388169340808,0.0324763193504736,0,0.91745602165088,0.070558670017398,0.0119853083317224,Transportation
men,31-50,Ukraine,2018.1,Bolt Driver,2335,0,0.0102783725910064,0.0359743040685225,0,0.918629550321199,0.0612419700214133,0.0201284796573875,Transportation
men,31-50,Other,2018.1,Bolt Driver,758,0,0.00263852242744063,0.0211081794195251,0,0.919525065963061,0.0659630606860158,0.0145118733509234,Transportation
men,51-64,Poland,2018.1,Bolt Driver,850,0,0,0,0,0.925882352941177,0.04,0.0341176470588235,Transportation
men,51-64,Ukraine,2018.1,Bolt Driver,384,0,0,0,0,0.934895833333333,0.0104166666666667,0.0546875,Transportation
men,51-64,Other,2018.1,Bolt Driver,125,0,0,0,0,0.944,0.008,0.048,Transportation
women,18-30,Poland,2018.1,Bolt Driver,1164,0.0189003436426117,0.0154639175257732,0.00429553264604811,0.00515463917525773,0.921821305841924,0.0721649484536082,0.00601374570446744,Transportation
women,18-30,Ukraine,2018.1,Bolt Driver,526,0.0133079847908745,0.0133079847908745,0.00570342205323194,0.00570342205323194,0.923954372623574,0.0418250950570342,0.0342205323193916,Transportation
women,18-30,Other,2018.1,Bolt Driver,171,0.00584795321637427,0,0,0,0.929824561403509,0.0526315789473684,0.0175438596491229,Transportation
women,31-50,Poland,2018.1,Bolt Driver,904,0,0.00221238938053097,0.0309734513274336,0.00110619469026549,0.924778761061947,0.0619469026548673,0.0132743362831859,Transportation
women,31-50,Ukraine,2018.1,Bolt Driver,408,0,0.00980392156862745,0.0147058823529412,0,0.931372549019608,0.0514705882352941,0.017156862745098,Transportation
women,31-50,Other,2018.1,Bolt Driver,133,0,0.0075187969924812,0.0150375939849624,0,0.93984962406015,0.0225563909774436,0.0375939849624061,Transportation
women,51-64,Poland,2018.1,Bolt Driver,149,0,0,0,0,0.939597315436242,0.0335570469798658,0.0268456375838927,Transportation
women,51-64,Ukraine,2018.1,Bolt Driver,67,0,0,0,0,0.955223880597015,0,0.0447761194029851,Transportation
women,51-64,Other,2018.1,Bolt Driver,22,0,0,0,0,0.954545454545455,0,0.0454545454545454,Transportation
men,18-30,Poland,2018.2,Bolt Driver,9339,0.0569654138558732,0.0814862404968412,0.0128493414712496,0,0.91198201092194,0.0630688510547168,0.024949138023343,Transportation
men,18-30,Ukraine,2018.2,Bolt Driver,3283,0.0633566859579653,0.070057873895827,0.00578738958269875,0,0.917758148035334,0.0727992689613159,0.00944258300335066,Transportation
men,18-30,Other,2018.2,Bolt Driver,1059,0.0217186024551464,0.0434372049102927,0.00944287063267233,0,0.92823418319169,0.0528800755429651,0.0188857412653447,Transportation
men,31-50,Poland,2018.2,Bolt Driver,5634,0.00550230741924033,0.0110046148384807,0.0326588569400071,0,0.917642882499113,0.0525381611643592,0.0298189563365282,Transportation
men,31-50,Ukraine,2018.2,Bolt Driver,2545,0,0.0113948919449902,0.0357563850687623,0,0.919056974459725,0.0542239685658153,0.0267190569744598,Transportation
men,31-50,Other,2018.2,Bolt Driver,815,0,0.00245398773006135,0.0220858895705522,0,0.919018404907975,0.0429447852760736,0.0380368098159509,Transportation
men,51-64,Poland,2018.2,Bolt Driver,912,0,0,0,0,0.926535087719298,0.0405701754385965,0.0328947368421052,Transportation
men,51-64,Ukraine,2018.2,Bolt Driver,400,0,0,0,0,0.935,0.01,0.0549999999999999,Transportation
men,51-64,Other,2018.2,Bolt Driver,124,0,0,0,0,0.943548387096774,0.00806451612903226,0.0483870967741935,Transportation
women,18-30,Poland,2018.2,Bolt Driver,1265,0.0189723320158103,0.016600790513834,0.00474308300395257,0.00553359683794466,0.921739130434783,0.0727272727272727,0.00553359683794463,Transportation
women,18-30,Ukraine,2018.2,Bolt Driver,567,0.0141093474426808,0.0141093474426808,0.00529100529100529,0.00529100529100529,0.925925925925926,0.0423280423280423,0.0317460317460317,Transportation
women,18-30,Other,2018.2,Bolt Driver,172,0.00581395348837209,0,0,0.00581395348837209,0.930232558139535,0.0523255813953488,0.0174418604651163,Transportation
women,31-50,Poland,2018.2,Bolt Driver,984,0,0.00304878048780488,0.0304878048780488,0.00101626016260163,0.92479674796748,0.0630081300813008,0.0121951219512195,Transportation
women,31-50,Ukraine,2018.2,Bolt Driver,427,0,0.0117096018735363,0.0163934426229508,0,0.93208430913349,0.0515222482435597,0.0163934426229508,Transportation
women,31-50,Other,2018.2,Bolt Driver,133,0,0.0075187969924812,0.0150375939849624,0,0.93984962406015,0.0225563909774436,0.0375939849624061,Transportation
women,51-64,Poland,2018.2,Bolt Driver,161,0,0,0,0,0.944099378881988,0.031055900621118,0.0248447204968945,Transportation
women,51-64,Ukraine,2018.2,Bolt Driver,56,0,0,0,0,0.946428571428571,0,0.0535714285714286,Transportation
women,51-64,Other,2018.2,Bolt Driver,19,0,0,0,0,0.947368421052632,0,0.0526315789473685,Transportation
men,18-30,Poland,2019.1,Bolt Driver,10849,0.0570559498571297,0.0817586874366301,0.0129965895474237,0,0.912618674532215,0.0632316342520048,0.0241496912157804,Transportation
men,18-30,Ukraine,2019.1,Bolt Driver,3724,0.0647153598281418,0.0703544575725027,0.00644468313641246,0,0.918098818474758,0.0727712137486574,0.00912996777658437,Transportation
men,18-30,Other,2019.1,Bolt Driver,1187,0.0219039595619208,0.0429654591406908,0.0092670598146588,0,0.928390901432182,0.0522325189553496,0.0193765796124684,Transportation
men,31-50,Poland,2019.1,Bolt Driver,6404,0.00562148657089319,0.0126483447845097,0.0335727670206121,0,0.918019987507808,0.0524672079950031,0.0295128044971892,Transportation
men,31-50,Ukraine,2019.1,Bolt Driver,2884,0,0.0117891816920943,0.0364077669902913,0,0.919209431345354,0.0540915395284327,0.0266990291262136,Transportation
men,31-50,Other,2019.1,Bolt Driver,908,0,0.00330396475770925,0.0220264317180617,0,0.919603524229075,0.0429515418502203,0.0374449339207048,Transportation
