gender,age,country,period,apps,n_unique_users,students,parents_of_children_0_4_years,parents_of_children_5_10_years,women_planning_a_baby,standard,premium_i_phone,other_premium,category
men,51-64,Poland,2019.1,Bolt Driver,1027,0,0,0,0,0.9269717624148,0.0408958130477118,0.0321324245374879,Transportation
men,51-64,Ukraine,2019.1,Bolt Driver,452,0,0,0,0,0.935840707964602,0.0110619469026549,0.0530973451327435,Transportation
men,51-64,Other,2019.1,Bolt Driver,121,0,0,0,0,0.942148760330578,0.00826446280991736,0.0495867768595042,Transportation
women,18-30,Poland,2019.1,Bolt Driver,1426,0.0196353436185133,0.0161290322580645,0.00561009817671809,0.00561009817671809,0.922159887798036,0.0729312762973352,0.00490883590462832,Transportation
women,18-30,Ukraine,2019.1,Bolt Driver,636,0.0141509433962264,0.0141509433962264,0.00628930817610063,0.00471698113207547,0.926100628930818,0.0424528301886792,0.0314465408805031,Transportation
women,18-30,Other,2019.1,Bolt Driver,195,0.0102564102564103,0.00512820512820513,0,0.00512820512820513,0.928205128205128,0.0512820512820513,0.0205128205128204,Transportation
women,31-50,Poland,2019.1,Bolt Driver,1121,0,0.00356824264049955,0.0312221231043711,0.00178412132024978,0.925066904549509,0.0624442462087422,0.0124888492417484,Transportation
women,31-50,Ukraine,2019.1,Bolt Driver,475,0,0.0126315789473684,0.0168421052631579,0,0.932631578947368,0.0526315789473684,0.0147368421052632,Transportation
women,31-50,Other,2019.1,Bolt Driver,145,0,0.00689655172413793,0.0137931034482759,0,0.937931034482759,0.0206896551724138,0.0413793103448276,Transportation
women,51-64,Poland,2019.1,Bolt Driver,162,0,0,0,0,0.944444444444444,0.0308641975308642,0.0246913580246914,Transportation
women,51-64,Ukraine,2019.1,Bolt Driver,51,0,0,0,0,0.96078431372549,0,0.0392156862745098,Transportation
women,51-64,Other,2019.1,Bolt Driver,20,0,0,0,0,0.95,0,0.05,Transportation
men,18-30,Poland,2019.2,Bolt Driver,12123,0.0576589952981935,0.0824053452115813,0.013445516786274,0,0.91297533613792,0.0632681679452281,0.0237564959168523,Transportation
men,18-30,Ukraine,2019.2,Bolt Driver,4096,0.066162109375,0.07177734375,0.00732421875,0,0.918212890625,0.072998046875,0.0087890625,Transportation
men,18-30,Other,2019.2,Bolt Driver,1281,0.0234192037470726,0.0437158469945355,0.0101483216237315,0,0.92896174863388,0.0530835284933646,0.0179547228727557,Transportation
men,31-50,Poland,2019.2,Bolt Driver,7036,0.00625355315520182,0.0140704945992041,0.0339681637293917,0,0.918277430358158,0.0524445707788516,0.0292779988629903,Transportation
men,31-50,Ukraine,2019.2,Bolt Driver,3150,0,0.0123809523809524,0.0365079365079365,0,0.919365079365079,0.0542857142857143,0.0263492063492063,Transportation
men,31-50,Other,2019.2,Bolt Driver,997,0,0.00501504513540622,0.0230692076228686,0,0.919759277833501,0.0421263791374122,0.0381143430290872,Transportation
men,51-64,Poland,2019.2,Bolt Driver,1120,0,0,0,0,0.926785714285714,0.0401785714285714,0.0330357142857143,Transportation
men,51-64,Ukraine,2019.2,Bolt Driver,480,0,0,0,0,0.9375,0.0104166666666667,0.0520833333333334,Transportation
men,51-64,Other,2019.2,Bolt Driver,123,0,0,0,0,0.943089430894309,0.00813008130081301,0.048780487804878,Transportation
women,18-30,Poland,2019.2,Bolt Driver,1548,0.0200258397932816,0.0174418604651163,0.00581395348837209,0.00581395348837209,0.922480620155039,0.0729974160206718,0.00452196382428949,Transportation
women,18-30,Ukraine,2019.2,Bolt Driver,691,0.0144717800289436,0.0159189580318379,0.00723589001447178,0.00578871201157742,0.926193921852388,0.0419681620839363,0.0318379160636759,Transportation
women,18-30,Other,2019.2,Bolt Driver,211,0.00947867298578199,0.004739336492891,0.004739336492891,0.004739336492891,0.928909952606635,0.0521327014218009,0.018957345971564,Transportation
women,31-50,Poland,2019.2,Bolt Driver,1218,0,0.00492610837438424,0.0311986863711002,0.00164203612479475,0.926108374384236,0.0632183908045977,0.0106732348111659,Transportation
women,31-50,Ukraine,2019.2,Bolt Driver,500,0,0.012,0.018,0,0.932,0.052,0.0159999999999999,Transportation
women,31-50,Other,2019.2,Bolt Driver,157,0,0.00636942675159236,0.0127388535031847,0,0.936305732484076,0.0254777070063694,0.0382165605095541,Transportation
women,51-64,Poland,2019.2,Bolt Driver,172,0,0,0,0,0.941860465116279,0.0290697674418605,0.0290697674418604,Transportation
women,51-64,Ukraine,2019.2,Bolt Driver,49,0,0,0,0,0.959183673469388,0,0.0408163265306123,Transportation
women,51-64,Other,2019.2,Bolt Driver,18,0,0,0,0,,,1,Transportation
men,18-30,Poland,2020.1,Bolt Driver,12673,0.0578395013019806,0.0824587706146927,0.0142034246034877,0,0.913359109918725,0.063363055314448,0.0232778347668271,Transportation
men,18-30,Ukraine,2020.1,Bolt Driver,4364,0.0673693858845096,0.0717231897341888,0.0077910174152154,0,0.918423464711274,0.0730980751604033,0.00847846012832265,Transportation
men,18-30,Other,2020.1,Bolt Driver,1383,0.0238611713665944,0.0448300795372379,0.0101229211858279,0,0.929139551699205,0.0527838033261027,0.0180766449746928,Transportation
men,31-50,Poland,2020.1,Bolt Driver,7498,0.00640170712189917,0.0146705788210189,0.0344091757802081,0,0.918511603094158,0.0525473459589224,0.0289410509469191,Transportation
men,31-50,Ukraine,2020.1,Bolt Driver,3352,0,0.0128281622911695,0.0366945107398568,0,0.919749403341289,0.0542959427207637,0.0259546539379475,Transportation
men,31-50,Other,2020.1,Bolt Driver,1071,0,0.00560224089635854,0.0233426704014939,0,0.920634920634921,0.0429505135387488,0.0364145658263306,Transportation
men,51-64,Poland,2020.1,Bolt Driver,1204,0,0,0,0,0.926910299003322,0.0406976744186046,0.0323920265780732,Transportation
men,51-64,Ukraine,2020.1,Bolt Driver,531,0,0,0,0,0.937853107344633,0.0112994350282486,0.0508474576271186,Transportation
men,51-64,Other,2020.1,Bolt Driver,133,0,0,0,0,0.947368421052632,0.0075187969924812,0.0451127819548873,Transportation
women,18-30,Poland,2020.1,Bolt Driver,1650,0.02,0.0175757575757576,0.00727272727272727,0.00606060606060606,0.923636363636364,0.0727272727272727,0.00363636363636366,Transportation
women,18-30,Ukraine,2020.1,Bolt Driver,759,0.0144927536231884,0.0171277997364954,0.00790513833992095,0.00658761528326746,0.926218708827404,0.0421607378129117,0.0316205533596838,Transportation
women,18-30,Other,2020.1,Bolt Driver,242,0.00826446280991736,0.00413223140495868,0.00413223140495868,0.00413223140495868,0.929752066115702,0.0537190082644628,0.0165289256198347,Transportation
women,31-50,Poland,2020.1,Bolt Driver,1312,0,0.00609756097560976,0.0320121951219512,0.00228658536585366,0.926067073170732,0.0632621951219512,0.0106707317073171,Transportation
women,31-50,Ukraine,2020.1,Bolt Driver,544,0,0.0147058823529412,0.0183823529411765,0.00183823529411765,0.931985294117647,0.0533088235294118,0.0147058823529411,Transportation
women,31-50,Other,2020.1,Bolt Driver,189,0,0.0105820105820106,0.0158730158730159,0,0.941798941798942,0.0211640211640212,0.0370370370370371,Transportation
women,51-64,Poland,2020.1,Bolt Driver,184,0,0,0,0,0.945652173913043,0.0326086956521739,0.0217391304347826,Transportation
women,51-64,Ukraine,2020.1,Bolt Driver,57,0,0,0,0,0.947368421052632,0,0.0526315789473685,Transportation
women,51-64,Other,2020.1,Bolt Driver,28,0,0,0,0,,,1,Transportation
men,18-30,Poland,2020.2,Bolt Driver,12990,0.0579676674364896,0.0825250192455735,0.0147036181678214,0,0.914087759815243,0.063356428021555,0.0225558121632025,Transportation
men,18-30,Ukraine,2020.2,Bolt Driver,4589,0.0682065809544563,0.0730006537371976,0.00828067117018959,0,0.918718675092613,0.0732185661364132,0.00806275877097407,Transportation
men,18-30,Other,2020.2,Bolt Driver,1470,0.0238095238095238,0.0462585034013605,0.0102040816326531,0,0.929931972789116,0.0530612244897959,0.0170068027210885,Transportation
men,31-50,Poland,2020.2,Bolt Driver,7839,0.00790917208827657,0.0151805077178212,0.0346983033550198,0,0.919122337032785,0.0525577241995152,0.0283199387677,Transportation
men,31-50,Ukraine,2020.2,Bolt Driver,3513,0,0.0142328494164532,0.0372900654711073,0,0.920011386279533,0.0540848277825221,0.0259037859379447,Transportation
men,31-50,Other,2020.2,Bolt Driver,1125,0,0.00622222222222222,0.0231111111111111,0,0.920888888888889,0.0426666666666667,0.0364444444444445,Transportation
men,51-64,Poland,2020.2,Bolt Driver,1272,0,0,0,0,0.927672955974843,0.0408805031446541,0.0314465408805031,Transportation
men,51-64,Ukraine,2020.2,Bolt Driver,566,0,0,0,0,0.938162544169611,0.0106007067137809,0.0512367491166078,Transportation
men,51-64,Other,2020.2,Bolt Driver,151,0,0,0,0,0.947019867549669,0.00662251655629139,0.0463576158940398,Transportation
women,18-30,Poland,2020.2,Bolt Driver,1730,0.0208092485549133,0.0179190751445087,0.00751445086705202,0.00635838150289017,0.923699421965318,0.0728323699421965,0.00346820809248549,Transportation
women,18-30,Ukraine,2020.2,Bolt Driver,811,0.0147965474722565,0.0172626387176326,0.00863131935881628,0.0061652281134402,0.927250308261406,0.0431565967940814,0.029593094944513,Transportation
women,18-30,Other,2020.2,Bolt Driver,259,0.0115830115830116,0.00772200772200772,0.00386100386100386,0.00386100386100386,0.930501930501931,0.0540540540540541,0.0154440154440154,Transportation
women,31-50,Poland,2020.2,Bolt Driver,1390,0,0.0079136690647482,0.0323741007194245,0.00215827338129496,0.926618705035971,0.0633093525179856,0.0100719424460432,Transportation
women,31-50,Ukraine,2020.2,Bolt Driver,578,0,0.0155709342560554,0.0190311418685121,0.00173010380622837,0.932525951557093,0.0519031141868512,0.0155709342560554,Transportation
women,31-50,Other,2020.2,Bolt Driver,224,0,0.0133928571428571,0.0133928571428571,0,0.9375,0.0223214285714286,0.0401785714285714,Transportation
women,51-64,Poland,2020.2,Bolt Driver,211,0,0,0,0,0.943127962085308,0.033175355450237,0.023696682464455,Transportation
women,51-64,Ukraine,2020.2,Bolt Driver,82,0,0,0,0,0.951219512195122,0,0.0487804878048781,Transportation
women,51-64,Other,2020.2,Bolt Driver,55,0,0,0,0,0.963636363636364,0,0.0363636363636364,Transportation
men,18-30,Poland,2018.1,FREE NOW,2543,0.0106173810460087,0.0424695241840346,0.0224144710971294,0,0.868659064097523,0.0723554856468738,0.0589854502556036,Transportation
men,18-30,Ukraine,2018.1,FREE NOW,684,0.0131578947368421,0.0350877192982456,0.010233918128655,0,0.869883040935673,0.0818713450292398,0.0482456140350878,Transportation
men,18-30,Other,2018.1,FREE NOW,23,0,0.0434782608695652,0,0,0.869565217391304,0.0434782608695652,0.0869565217391305,Transportation
men,31-50,Poland,2018.1,FREE NOW,3288,0.00517031630170316,0.000608272506082725,0.0425790754257908,0,0.860401459854015,0.0824209245742092,0.0571776155717761,Transportation
men,31-50,Ukraine,2018.1,FREE NOW,884,0,0.00565610859728507,0.0520361990950226,0,0.869909502262443,0.0712669683257919,0.0588235294117647,Transportation
men,31-50,Other,2018.1,FREE NOW,29,0,0,0.0344827586206897,0,0.862068965517241,0.0689655172413793,0.0689655172413793,Transportation
men,51-64,Poland,2018.1,FREE NOW,415,0,0,0,0,0.88433734939759,0.0530120481927711,0.0626506024096386,Transportation
men,51-64,Ukraine,2018.1,FREE NOW,112,0,0,0,0,0.892857142857143,0.0178571428571429,0.0892857142857142,Transportation
men,51-64,Other,2018.1,FREE NOW,4,0,0,0,0,1,0,0,Transportation
women,18-30,Poland,2018.1,FREE NOW,287,0.00348432055749129,0.00348432055749129,0.00696864111498258,0,0.9198606271777,0.0731707317073171,0.00696864111498263,Transportation
women,18-30,Ukraine,2018.1,FREE NOW,77,0,0,0.012987012987013,0,0.922077922077922,0.051948051948052,0.025974025974026,Transportation
women,18-30,Other,2018.1,FREE NOW,3,0,0,0,0,1,0,0,Transportation
women,31-50,Poland,2018.1,FREE NOW,371,0,0.00269541778975741,0.0377358490566038,0,0.92722371967655,0.0727762803234501,0,Transportation
women,31-50,Ukraine,2018.1,FREE NOW,100,0,0,0.03,0,0.94,0.06,0,Transportation
women,31-50,Other,2018.1,FREE NOW,3,0,0,0,0,1,0,0,Transportation
women,51-64,Poland,2018.1,FREE NOW,47,0,0,0,0,0.936170212765957,0.0425531914893617,0.0212765957446809,Transportation
women,51-64,Ukraine,2018.1,FREE NOW,13,0,0,0,0,0.923076923076923,0,0.0769230769230769,Transportation
men,18-30,Poland,2018.2,FREE NOW,3747,0.0106752068321324,0.0437683480117427,0.0226848145182813,0,0.868694955964772,0.0725914064585001,0.058713637576728,Transportation
men,18-30,Ukraine,2018.2,FREE NOW,951,0.0147213459516299,0.0368033648790747,0.010515247108307,0,0.869610935856993,0.0830704521556257,0.0473186119873816,Transportation
men,18-30,Other,2018.2,FREE NOW,38,0,0.0263157894736842,0.0263157894736842,0,0.868421052631579,0.0526315789473684,0.0789473684210527,Transportation
men,31-50,Poland,2018.2,FREE NOW,4572,0.00546806649168854,0.00196850393700787,0.0428696412948382,0,0.861111111111111,0.05249343832021,0.0863954505686788,Transportation
men,31-50,Ukraine,2018.2,FREE NOW,1238,0,0.00646203554119548,0.0525040387722132,0,0.869951534733441,0.0541195476575121,0.0759289176090469,Transportation
men,31-50,Other,2018.2,FREE NOW,44,0,0,0.0454545454545455,0,0.886363636363636,0.0454545454545455,0.0681818181818182,Transportation
men,51-64,Poland,2018.2,FREE NOW,578,0,0,0,0,0.885813148788927,0.0519031141868512,0.0622837370242214,Transportation
men,51-64,Ukraine,2018.2,FREE NOW,157,0,0,0,0,0.89171974522293,0.0191082802547771,0.089171974522293,Transportation
men,51-64,Other,2018.2,FREE NOW,9,0,0,0,0,0.888888888888889,0,0.111111111111111,Transportation
women,18-30,Poland,2018.2,FREE NOW,405,0.00246913580246914,0.00493827160493827,0.00740740740740741,0,0.920987654320988,0.0716049382716049,0.00740740740740742,Transportation
women,18-30,Ukraine,2018.2,FREE NOW,112,0,0,0.00892857142857143,0,0.928571428571429,0.0535714285714286,0.0178571428571428,Transportation
women,18-30,Other,2018.2,FREE NOW,12,0,0,0,0,0.916666666666667,0.0833333333333333,0,Transportation
women,31-50,Poland,2018.2,FREE NOW,522,0,0.00383141762452107,0.0383141762452107,0,0.9272030651341,0.0727969348659004,0,Transportation
women,31-50,Ukraine,2018.2,FREE NOW,141,0,0,0.0283687943262411,0,0.936170212765957,0.0638297872340426,0,Transportation
women,31-50,Other,2018.2,FREE NOW,5,0,0,0,0,1,0,0,Transportation
women,51-64,Poland,2018.2,FREE NOW,65,0,0,0,0,0.938461538461539,0.0461538461538462,0.0153846153846153,Transportation
women,51-64,Ukraine,2018.2,FREE NOW,19,0,0,0,0,0.947368421052632,0.0526315789473684,0,Transportation
women,51-64,Other,2018.2,FREE NOW,2,0,0,0,0,1,0,0,Transportation
men,18-30,Poland,2019.1,FREE NOW,4440,0.011036036036036,0.0443693693693694,0.022972972972973,0,0.869369369369369,0.0727477477477478,0.0578828828828829,Transportation
men,18-30,Ukraine,2019.1,FREE NOW,1158,0.0164075993091537,0.0379965457685665,0.0112262521588947,0,0.870466321243523,0.0829015544041451,0.0466321243523317,Transportation
men,18-30,Other,2019.1,FREE NOW,47,0.0212765957446809,0.0212765957446809,0.0212765957446809,0,0.872340425531915,0.0638297872340426,0.0638297872340425,Transportation
men,31-50,Poland,2019.1,FREE NOW,5539,0.00595775410723957,0.00270807004874526,0.0436901967864235,0,0.860985737497743,0.0525365589456581,0.0864777035565987,Transportation
men,31-50,Ukraine,2019.1,FREE NOW,1503,0,0.00731869594145043,0.0525615435795077,0,0.869594145043247,0.0538922155688623,0.0765136393878909,Transportation
men,31-50,Other,2019.1,FREE NOW,53,0,0,0.0377358490566038,0,0.867924528301887,0.0377358490566038,0.0943396226415094,Transportation
men,51-64,Poland,2019.1,FREE NOW,706,0,0,0,0,0.885269121813031,0.0524079320113315,0.0623229461756374,Transportation
men,51-64,Ukraine,2019.1,FREE NOW,194,0,0,0,0,0.891752577319588,0.0206185567010309,0.0876288659793814,Transportation
men,51-64,Other,2019.1,FREE NOW,11,0,0,0,0,0.909090909090909,0,0.0909090909090909,Transportation
women,18-30,Poland,2019.1,FREE NOW,495,0.00404040404040404,0.00606060606060606,0.00606060606060606,0.00202020202020202,0.921212121212121,0.0727272727272727,0.00606060606060599,Transportation
women,18-30,Ukraine,2019.1,FREE NOW,139,0,0.00719424460431655,0.00719424460431655,0,0.928057553956835,0.0503597122302158,0.0215827338129496,Transportation
women,18-30,Other,2019.1,FREE NOW,21,0,0,0,0,0.952380952380952,0.0476190476190476,0,Transportation
women,31-50,Poland,2019.1,FREE NOW,640,0,0.0046875,0.0390625,0,0.9265625,0.071875,0.00156250000000002,Transportation
women,31-50,Ukraine,2019.1,FREE NOW,171,0,0,0.0292397660818713,0,0.935672514619883,0.064327485380117,0,Transportation
women,31-50,Other,2019.1,FREE NOW,11,0,0,0,0,0.909090909090909,0,0.0909090909090909,Transportation
women,51-64,Poland,2019.1,FREE NOW,83,0,0,0,0,0.939759036144578,0.036144578313253,0.0240963855421686,Transportation
women,51-64,Ukraine,2019.1,FREE NOW,32,0,0,0,0,0.9375,0.03125,0.03125,Transportation
women,51-64,Other,2019.1,FREE NOW,12,0,0,0,0,0.916666666666667,0,0.0833333333333334,Transportation
men,18-30,Poland,2019.2,FREE NOW,5148,0.0112665112665113,0.0456487956487957,0.0236985236985237,0,0.87004662004662,0.0726495726495727,0.0573038073038074,Transportation
men,18-30,Ukraine,2019.2,FREE NOW,1381,0.0166545981173063,0.0391020999275887,0.0108616944243302,0,0.871107892831282,0.0825488776249095,0.0463432295438089,Transportation
men,18-30,Other,2019.2,FREE NOW,66,0.0151515151515152,0.0303030303030303,0.0151515151515152,0,0.863636363636364,0.0606060606060606,0.0757575757575757,Transportation
men,31-50,Poland,2019.2,FREE NOW,6572,0.0076080340839927,0.00380401704199635,0.0444309190505174,0,0.861685940353013,0.0524954351795496,0.0858186244674376,Transportation
men,31-50,Ukraine,2019.2,FREE NOW,1794,0,0.00780379041248607,0.0529542920847269,0,0.870680044593088,0.0540691192865106,0.0752508361204013,Transportation
men,31-50,Other,2019.2,FREE NOW,65,0,0,0.0461538461538462,0,0.876923076923077,0.0461538461538462,0.0769230769230769,Transportation
men,51-64,Poland,2019.2,FREE NOW,845,0,0,0,0,0.886390532544379,0.0532544378698225,0.0603550295857987,Transportation
men,51-64,Ukraine,2019.2,FREE NOW,239,0,0,0,0,0.891213389121339,0.0209205020920502,0.0878661087866108,Transportation
men,51-64,Other,2019.2,FREE NOW,24,0,0,0,0,0.875,0,0.125,Transportation
women,18-30,Poland,2019.2,FREE NOW,593,0.00337268128161889,0.00505902192242833,0.00843170320404722,0.00168634064080944,0.922428330522766,0.0725126475548061,0.00505902192242824,Transportation
women,18-30,Ukraine,2019.2,FREE NOW,167,0.00598802395209581,0.00598802395209581,0.00598802395209581,0,0.92814371257485,0.0538922155688623,0.0179640718562875,Transportation
women,18-30,Other,2019.2,FREE NOW,29,0,0,0,0,0.931034482758621,0.0689655172413793,0,Transportation
women,31-50,Poland,2019.2,FREE NOW,771,0,0.00648508430609598,0.0389105058365759,0.0012970168612192,0.926070038910506,0.072632944228275,0.00129701686121919,Transportation
women,31-50,Ukraine,2019.2,FREE NOW,213,0,0.00469483568075117,0.028169014084507,0,0.934272300469484,0.0610328638497653,0.00469483568075113,Transportation
women,31-50,Other,2019.2,FREE NOW,15,0,0,0,0,0.933333333333333,0,0.0666666666666667,Transportation
women,51-64,Poland,2019.2,FREE NOW,102,0,0,0,0,0.941176470588235,0.0392156862745098,0.0196078431372549,Transportation
women,51-64,Ukraine,2019.2,FREE NOW,48,0,0,0,0,0.958333333333333,0.0416666666666667,0,Transportation
women,51-64,Other,2019.2,FREE NOW,21,0,0,0,0,0.952380952380952,0,0.0476190476190477,Transportation
men,18-30,Poland,2020.1,FREE NOW,5648,0.0118626062322946,0.0462110481586402,0.0242563739376771,0,0.870396600566572,0.0729461756373938,0.056657223796034,Transportation
men,18-30,Ukraine,2020.1,FREE NOW,1557,0.0166987797045601,0.0404624277456647,0.0115606936416185,0,0.871547848426461,0.0828516377649326,0.0456005138086063,Transportation
men,18-30,Other,2020.1,FREE NOW,79,0.0126582278481013,0.0253164556962025,0.0253164556962025,0,0.873417721518987,0.0632911392405063,0.0632911392405063,Transportation
men,31-50,Poland,2020.1,FREE NOW,7352,0.00761697497279652,0.00530467899891186,0.0451577801958651,0,0.861806311207835,0.0525027203482046,0.0856909684439609,Transportation
men,31-50,Ukraine,2020.1,FREE NOW,2008,0,0.00796812749003984,0.0537848605577689,0,0.870517928286853,0.0542828685258964,0.075199203187251,Transportation
men,31-50,Other,2020.1,FREE NOW,75,0,0,0.04,0,0.88,0.04,0.08,Transportation
men,51-64,Poland,2020.1,FREE NOW,955,0,0,0,0,0.886910994764398,0.0534031413612566,0.0596858638743455,Transportation
men,51-64,Ukraine,2020.1,FREE NOW,275,0,0,0,0,0.890909090909091,0.0218181818181818,0.0872727272727273,Transportation
men,51-64,Other,2020.1,FREE NOW,34,0,0,0,0,0.882352941176471,0.0294117647058824,0.0882352941176471,Transportation
women,18-30,Poland,2020.1,FREE NOW,673,0.00594353640416048,0.00742942050520059,0.00742942050520059,0.00148588410104012,0.922734026745914,0.0728083209509658,0.00445765230312034,Transportation
women,18-30,Ukraine,2020.1,FREE NOW,200,0.005,0.005,0.01,0,0.925,0.055,0.0199999999999999,Transportation
women,18-30,Other,2020.1,FREE NOW,39,0,0,0,0,0.923076923076923,0.0512820512820513,0.0256410256410256,Transportation
women,31-50,Poland,2020.1,FREE NOW,867,0,0.0069204152249135,0.0392156862745098,0.00115340253748558,0.926182237600923,0.0726643598615917,0.00115340253748553,Transportation
women,31-50,Ukraine,2020.1,FREE NOW,242,0,0.00413223140495868,0.0289256198347107,0,0.93801652892562,0.0619834710743802,0,Transportation
women,31-50,Other,2020.1,FREE NOW,23,0,0,0.0434782608695652,0,0.956521739130435,0.0434782608695652,0,Transportation
women,51-64,Poland,2020.1,FREE NOW,116,0,0,0,0,0.939655172413793,0.0431034482758621,0.0172413793103448,Transportation
women,51-64,Ukraine,2020.1,FREE NOW,63,0,0,0,0,0.952380952380952,0.0317460317460317,0.0158730158730159,Transportation
women,51-64,Other,2020.1,FREE NOW,29,0,0,0,0,0.96551724137931,0.0344827586206897,0,Transportation
men,18-30,Poland,2020.2,FREE NOW,5893,0.0120481927710843,0.0471746139487528,0.0242660783980994,0,0.870694043780757,0.0729679280502291,0.056338028169014,Transportation
