group,period,region_name,apps,number_of_users,category
Voivodeship,2018.1,dolnośląskie,Bolt Driver,2758,Transportation
Voivodeship,2018.1,kujawsko-pomorskie,Bolt Driver,1003,Transportation
Voivodeship,2018.1,lubelskie,Bolt Driver,676,Transportation
Voivodeship,2018.1,łódzkie,Bolt Driver,919,Transportation
Voivodeship,2018.1,małopolskie,Bolt Driver,4467,Transportation
Voivodeship,2018.1,mazowieckie,Bolt Driver,10171,Transportation
Voivodeship,2018.1,pomorskie,Bolt Driver,1019,Transportation
Voivodeship,2018.1,śląskie,Bolt Driver,1869,Transportation
Voivodeship,2018.1,wielkopolskie,Bolt Driver,931,Transportation
Voivodeship,2019.1,dolnośląskie,Bolt Driver,3343,Transportation
Voivodeship,2019.1,kujawsko-pomorskie,Bolt Driver,1672,Transportation
Voivodeship,2019.1,lubelskie,Bolt Driver,909,Transportation
Voivodeship,2019.1,łódzkie,Bolt Driver,1334,Transportation
Voivodeship,2019.1,małopolskie,Bolt Driver,5917,Transportation
Voivodeship,2019.1,mazowieckie,Bolt Driver,13549,Transportation
Voivodeship,2019.1,pomorskie,Bolt Driver,1107,Transportation
Voivodeship,2019.1,śląskie,Bolt Driver,2869,Transportation
Voivodeship,2019.1,wielkopolskie,Bolt Driver,1087,Transportation
Voivodeship,2020.1,dolnośląskie,Bolt Driver,3758,Transportation
Voivodeship,2020.1,kujawsko-pomorskie,Bolt Driver,1960,Transportation
Voivodeship,2020.1,lubelskie,Bolt Driver,1067,Transportation
Voivodeship,2020.1,łódzkie,Bolt Driver,1679,Transportation
Voivodeship,2020.1,małopolskie,Bolt Driver,6517,Transportation
Voivodeship,2020.1,mazowieckie,Bolt Driver,16827,Transportation
Voivodeship,2020.1,pomorskie,Bolt Driver,881,Transportation
Voivodeship,2020.1,śląskie,Bolt Driver,2816,Transportation
Voivodeship,2020.1,wielkopolskie,Bolt Driver,1669,Transportation
Voivodeship,2018.2,dolnośląskie,Bolt Driver,3279,Transportation
Voivodeship,2018.2,kujawsko-pomorskie,Bolt Driver,1181,Transportation
Voivodeship,2018.2,lubelskie,Bolt Driver,873,Transportation
Voivodeship,2018.2,łódzkie,Bolt Driver,1212,Transportation
Voivodeship,2018.2,małopolskie,Bolt Driver,5245,Transportation
Voivodeship,2018.2,mazowieckie,Bolt Driver,11137,Transportation
Voivodeship,2018.2,pomorskie,Bolt Driver,1256,Transportation
Voivodeship,2018.2,śląskie,Bolt Driver,2607,Transportation
Voivodeship,2018.2,wielkopolskie,Bolt Driver,1105,Transportation
Voivodeship,2019.2,dolnośląskie,Bolt Driver,3903,Transportation
Voivodeship,2019.2,kujawsko-pomorskie,Bolt Driver,2045,Transportation
Voivodeship,2019.2,lubelskie,Bolt Driver,1132,Transportation
Voivodeship,2019.2,łódzkie,Bolt Driver,1727,Transportation
Voivodeship,2019.2,małopolskie,Bolt Driver,6164,Transportation
Voivodeship,2019.2,mazowieckie,Bolt Driver,14477,Transportation
Voivodeship,2019.2,pomorskie,Bolt Driver,1228,Transportation
Voivodeship,2019.2,śląskie,Bolt Driver,2851,Transportation
Voivodeship,2019.2,wielkopolskie,Bolt Driver,1443,Transportation
Voivodeship,2020.2,dolnośląskie,Bolt Driver,4150,Transportation
Voivodeship,2020.2,kujawsko-pomorskie,Bolt Driver,2271,Transportation
Voivodeship,2020.2,lubelskie,Bolt Driver,1501,Transportation
Voivodeship,2020.2,łódzkie,Bolt Driver,1959,Transportation
Voivodeship,2020.2,małopolskie,Bolt Driver,6848,Transportation
Voivodeship,2020.2,mazowieckie,Bolt Driver,15916,Transportation
Voivodeship,2020.2,pomorskie,Bolt Driver,944,Transportation
Voivodeship,2020.2,śląskie,Bolt Driver,2982,Transportation
Voivodeship,2020.2,wielkopolskie,Bolt Driver,2284,Transportation
Functional area,2018.1,Functional area - Bydgoszcz,Bolt Driver,528,Transportation
Functional area,2019.1,Functional area - Bydgoszcz,Bolt Driver,624,Transportation
Functional area,2020.1,Functional area - Bydgoszcz,Bolt Driver,697,Transportation
Functional area,2018.2,Functional area - Bydgoszcz,Bolt Driver,589,Transportation
Functional area,2019.2,Functional area - Bydgoszcz,Bolt Driver,597,Transportation
Functional area,2020.2,Functional area - Bydgoszcz,Bolt Driver,584,Transportation
Functional area,2018.1,Functional area - GZM,Bolt Driver,1285,Transportation
Functional area,2019.1,Functional area - GZM,Bolt Driver,1369,Transportation
Functional area,2020.1,Functional area - GZM,Bolt Driver,1419,Transportation
Functional area,2018.2,Functional area - GZM,Bolt Driver,1304,Transportation
Functional area,2019.2,Functional area - GZM,Bolt Driver,1345,Transportation
Functional area,2020.2,Functional area - GZM,Bolt Driver,1319,Transportation
Functional area,2018.1,Functional area - GZM2,Bolt Driver,566,Transportation
Functional area,2019.1,Functional area - GZM2,Bolt Driver,761,Transportation
Functional area,2020.1,Functional area - GZM2,Bolt Driver,680,Transportation
Functional area,2018.2,Functional area - GZM2,Bolt Driver,695,Transportation
Functional area,2019.2,Functional area - GZM2,Bolt Driver,634,Transportation
Functional area,2020.2,Functional area - GZM2,Bolt Driver,670,Transportation
Functional area,2018.1,Functional area - Kraków,Bolt Driver,4425,Transportation
Functional area,2019.1,Functional area - Kraków,Bolt Driver,4528,Transportation
Functional area,2020.1,Functional area - Kraków,Bolt Driver,4429,Transportation
Functional area,2018.2,Functional area - Kraków,Bolt Driver,4494,Transportation
Functional area,2019.2,Functional area - Kraków,Bolt Driver,4394,Transportation
Functional area,2020.2,Functional area - Kraków,Bolt Driver,4368,Transportation
Functional area,2018.1,Functional area - Łódź,Bolt Driver,910,Transportation
Functional area,2019.1,Functional area - Łódź,Bolt Driver,964,Transportation
Functional area,2020.1,Functional area - Łódź,Bolt Driver,918,Transportation
Functional area,2018.2,Functional area - Łódź,Bolt Driver,941,Transportation
Functional area,2019.2,Functional area - Łódź,Bolt Driver,840,Transportation
Functional area,2020.2,Functional area - Łódź,Bolt Driver,911,Transportation
Functional area,2018.1,Functional area - Lublin,Bolt Driver,670,Transportation
Functional area,2019.1,Functional area - Lublin,Bolt Driver,810,Transportation
Functional area,2020.1,Functional area - Lublin,Bolt Driver,935,Transportation
Functional area,2018.2,Functional area - Lublin,Bolt Driver,810,Transportation
Functional area,2019.2,Functional area - Lublin,Bolt Driver,807,Transportation
Functional area,2020.2,Functional area - Lublin,Bolt Driver,862,Transportation
Functional area,2018.1,Functional area - Poznań,Bolt Driver,922,Transportation
Functional area,2019.1,Functional area - Poznań,Bolt Driver,1087,Transportation
Functional area,2020.1,Functional area - Poznań,Bolt Driver,1026,Transportation
Functional area,2018.2,Functional area - Poznań,Bolt Driver,1056,Transportation
Functional area,2019.2,Functional area - Poznań,Bolt Driver,981,Transportation
Functional area,2020.2,Functional area - Poznań,Bolt Driver,916,Transportation
Functional area,2018.1,Functional area - Toruń,Bolt Driver,465,Transportation
Functional area,2019.1,Functional area - Toruń,Bolt Driver,625,Transportation
Functional area,2020.1,Functional area - Toruń,Bolt Driver,620,Transportation
Functional area,2018.2,Functional area - Toruń,Bolt Driver,520,Transportation
Functional area,2019.2,Functional area - Toruń,Bolt Driver,617,Transportation
Functional area,2020.2,Functional area - Toruń,Bolt Driver,499,Transportation
Functional area,2018.1,Functional area - Trójmiasto,Bolt Driver,1009,Transportation
Functional area,2019.1,Functional area - Trójmiasto,Bolt Driver,1107,Transportation
Functional area,2020.1,Functional area - Trójmiasto,Bolt Driver,881,Transportation
Functional area,2018.2,Functional area - Trójmiasto,Bolt Driver,1028,Transportation
Functional area,2019.2,Functional area - Trójmiasto,Bolt Driver,1127,Transportation
Functional area,2020.2,Functional area - Trójmiasto,Bolt Driver,944,Transportation
Functional area,2018.1,Functional area - Warszawa,Bolt Driver,10073,Transportation
Functional area,2019.1,Functional area - Warszawa,Bolt Driver,10591,Transportation
Functional area,2020.1,Functional area - Warszawa,Bolt Driver,10972,Transportation
Functional area,2018.2,Functional area - Warszawa,Bolt Driver,10515,Transportation
Functional area,2019.2,Functional area - Warszawa,Bolt Driver,10730,Transportation
Functional area,2020.2,Functional area - Warszawa,Bolt Driver,11010,Transportation
Functional area,2018.1,Functional area - Wrocław,Bolt Driver,2731,Transportation
Functional area,2019.1,Functional area - Wrocław,Bolt Driver,2893,Transportation
Functional area,2020.1,Functional area - Wrocław,Bolt Driver,2910,Transportation
Functional area,2018.2,Functional area - Wrocław,Bolt Driver,2818,Transportation
Functional area,2019.2,Functional area - Wrocław,Bolt Driver,2788,Transportation
Functional area,2020.2,Functional area - Wrocław,Bolt Driver,2828,Transportation
Cities,2018.1,Wrocław,Bolt Driver,2458,Transportation
Cities,2018.1,Bydgoszcz,Bolt Driver,238,Transportation
Cities,2018.1,Toruń,Bolt Driver,235,Transportation
Cities,2018.1,Lublin,Bolt Driver,542,Transportation
Cities,2018.1,Warszawa,Bolt Driver,6858,Transportation
Cities,2018.1,Kraków,Bolt Driver,3895,Transportation
Cities,2018.1,Gdańsk,Bolt Driver,358,Transportation
Cities,2018.1,Gdynia,Bolt Driver,256,Transportation
Cities,2018.1,Sopot,Bolt Driver,49,Transportation
Cities,2018.1,Poznań,Bolt Driver,758,Transportation
Cities,2018.1,Łódź,Bolt Driver,821,Transportation
Cities,2018.1,Katowice,Bolt Driver,1285,Transportation
Cities,2019.1,Wrocław,Bolt Driver,2083,Transportation
Cities,2019.1,Bydgoszcz,Bolt Driver,371,Transportation
Cities,2019.1,Toruń,Bolt Driver,369,Transportation
Cities,2019.1,Warszawa,Bolt Driver,7037,Transportation
Cities,2019.1,Kraków,Bolt Driver,4080,Transportation
Cities,2019.1,Gdańsk,Bolt Driver,516,Transportation
Cities,2019.1,Gdynia,Bolt Driver,339,Transportation
Cities,2019.1,Sopot,Bolt Driver,260,Transportation
Cities,2019.1,Poznań,Bolt Driver,777,Transportation
Cities,2019.1,Łódź,Bolt Driver,924,Transportation
Cities,2020.1,Wrocław,Bolt Driver,1589,Transportation
Cities,2020.1,Bydgoszcz,Bolt Driver,376,Transportation
Cities,2020.1,Toruń,Bolt Driver,433,Transportation
Cities,2020.1,Warszawa,Bolt Driver,7413,Transportation
Cities,2020.1,Kraków,Bolt Driver,4187,Transportation
Cities,2020.1,Gdańsk,Bolt Driver,598,Transportation
Cities,2020.1,Gdynia,Bolt Driver,417,Transportation
Cities,2020.1,Sopot,Bolt Driver,258,Transportation
Cities,2020.1,Poznań,Bolt Driver,795,Transportation
Cities,2020.1,Łódź,Bolt Driver,918,Transportation
Cities,2018.2,Wrocław,Bolt Driver,2143,Transportation
Cities,2018.2,Bydgoszcz,Bolt Driver,268,Transportation
Cities,2018.2,Toruń,Bolt Driver,356,Transportation
Cities,2018.2,Warszawa,Bolt Driver,6994,Transportation
Cities,2018.2,Kraków,Bolt Driver,3996,Transportation
Cities,2018.2,Gdańsk,Bolt Driver,396,Transportation
Cities,2018.2,Gdynia,Bolt Driver,287,Transportation
Cities,2018.2,Sopot,Bolt Driver,175,Transportation
Cities,2018.2,Poznań,Bolt Driver,772,Transportation
Cities,2018.2,Łódź,Bolt Driver,907,Transportation
Cities,2019.2,Wrocław,Bolt Driver,1915,Transportation
Cities,2019.2,Bydgoszcz,Bolt Driver,272,Transportation
Cities,2019.2,Toruń,Bolt Driver,307,Transportation
Cities,2019.2,Warszawa,Bolt Driver,7256,Transportation
Cities,2019.2,Kraków,Bolt Driver,4055,Transportation
Cities,2019.2,Gdańsk,Bolt Driver,480,Transportation
Cities,2019.2,Gdynia,Bolt Driver,286,Transportation
Cities,2019.2,Sopot,Bolt Driver,215,Transportation
Cities,2019.2,Poznań,Bolt Driver,704,Transportation
Cities,2019.2,Łódź,Bolt Driver,840,Transportation
Cities,2020.2,Wrocław,Bolt Driver,1617,Transportation
Cities,2020.2,Bydgoszcz,Bolt Driver,274,Transportation
Cities,2020.2,Toruń,Bolt Driver,336,Transportation
Cities,2020.2,Warszawa,Bolt Driver,7799,Transportation
Cities,2020.2,Kraków,Bolt Driver,4166,Transportation
Cities,2020.2,Gdańsk,Bolt Driver,542,Transportation
Cities,2020.2,Gdynia,Bolt Driver,401,Transportation
Cities,2020.2,Sopot,Bolt Driver,249,Transportation
Cities,2020.2,Poznań,Bolt Driver,701,Transportation
Cities,2020.2,Łódź,Bolt Driver,793,Transportation
Voivodeship,2018.1,dolnośląskie,FREE NOW,860,Transportation
Voivodeship,2018.1,łódzkie,FREE NOW,226,Transportation
Voivodeship,2018.1,małopolskie,FREE NOW,1532,Transportation
Voivodeship,2018.1,mazowieckie,FREE NOW,4404,Transportation
Voivodeship,2018.1,pomorskie,FREE NOW,786,Transportation
Voivodeship,2018.1,śląskie,FREE NOW,714,Transportation
Voivodeship,2018.1,wielkopolskie,FREE NOW,361,Transportation
Voivodeship,2019.1,dolnośląskie,FREE NOW,1537,Transportation
Voivodeship,2019.1,łódzkie,FREE NOW,294,Transportation
Voivodeship,2019.1,małopolskie,FREE NOW,2727,Transportation
Voivodeship,2019.1,mazowieckie,FREE NOW,7655,Transportation
Voivodeship,2019.1,pomorskie,FREE NOW,1296,Transportation
Voivodeship,2019.1,śląskie,FREE NOW,1271,Transportation
Voivodeship,2019.1,wielkopolskie,FREE NOW,475,Transportation
Voivodeship,2020.1,dolnośląskie,FREE NOW,2301,Transportation
Voivodeship,2020.1,łódzkie,FREE NOW,575,Transportation
Voivodeship,2020.1,małopolskie,FREE NOW,3446,Transportation
Voivodeship,2020.1,mazowieckie,FREE NOW,9895,Transportation
Voivodeship,2020.1,pomorskie,FREE NOW,1836,Transportation
Voivodeship,2020.1,śląskie,FREE NOW,1667,Transportation
Voivodeship,2020.1,wielkopolskie,FREE NOW,515,Transportation
Voivodeship,2018.2,dolnośląskie,FREE NOW,1365,Transportation
Voivodeship,2018.2,łódzkie,FREE NOW,427,Transportation
Voivodeship,2018.2,małopolskie,FREE NOW,2257,Transportation
Voivodeship,2018.2,mazowieckie,FREE NOW,5682,Transportation
Voivodeship,2018.2,pomorskie,FREE NOW,1254,Transportation
Voivodeship,2018.2,śląskie,FREE NOW,1074,Transportation
Voivodeship,2018.2,wielkopolskie,FREE NOW,558,Transportation
Voivodeship,2019.2,dolnośląskie,FREE NOW,2063,Transportation
Voivodeship,2019.2,łódzkie,FREE NOW,563,Transportation
Voivodeship,2019.2,małopolskie,FREE NOW,3254,Transportation
Voivodeship,2019.2,mazowieckie,FREE NOW,8158,Transportation
Voivodeship,2019.2,pomorskie,FREE NOW,1801,Transportation
Voivodeship,2019.2,śląskie,FREE NOW,1641,Transportation
Voivodeship,2019.2,wielkopolskie,FREE NOW,613,Transportation
Voivodeship,2020.2,dolnośląskie,FREE NOW,2668,Transportation
Voivodeship,2020.2,łódzkie,FREE NOW,813,Transportation
Voivodeship,2020.2,małopolskie,FREE NOW,3916,Transportation
Voivodeship,2020.2,mazowieckie,FREE NOW,9143,Transportation
Voivodeship,2020.2,pomorskie,FREE NOW,2269,Transportation
Voivodeship,2020.2,śląskie,FREE NOW,2084,Transportation
Voivodeship,2020.2,wielkopolskie,FREE NOW,680,Transportation
Functional area,2018.1,Functional area - GZM,FREE NOW,432,Transportation
Functional area,2019.1,Functional area - GZM,FREE NOW,457,Transportation
Functional area,2020.1,Functional area - GZM,FREE NOW,486,Transportation
Functional area,2018.2,Functional area - GZM,FREE NOW,438,Transportation
Functional area,2019.2,Functional area - GZM,FREE NOW,471,Transportation
Functional area,2020.2,Functional area - GZM,FREE NOW,506,Transportation
Functional area,2018.1,Functional area - GZM2,FREE NOW,192,Transportation
Functional area,2019.1,Functional area - GZM2,FREE NOW,225,Transportation
Functional area,2020.1,Functional area - GZM2,FREE NOW,251,Transportation
Functional area,2018.2,Functional area - GZM2,FREE NOW,205,Transportation
Functional area,2019.2,Functional area - GZM2,FREE NOW,234,Transportation
Functional area,2020.2,Functional area - GZM2,FREE NOW,257,Transportation
Functional area,2018.1,Functional area - Kraków,FREE NOW,1304,Transportation
Functional area,2019.1,Functional area - Kraków,FREE NOW,1321,Transportation
Functional area,2020.1,Functional area - Kraków,FREE NOW,1350,Transportation
Functional area,2018.2,Functional area - Kraków,FREE NOW,1313,Transportation
Functional area,2019.2,Functional area - Kraków,FREE NOW,1337,Transportation
Functional area,2020.2,Functional area - Kraków,FREE NOW,1361,Transportation
Functional area,2018.1,Functional area - Łódź,FREE NOW,211,Transportation
Functional area,2019.1,Functional area - Łódź,FREE NOW,229,Transportation
Functional area,2020.1,Functional area - Łódź,FREE NOW,253,Transportation
Functional area,2018.2,Functional area - Łódź,FREE NOW,215,Transportation
Functional area,2019.2,Functional area - Łódź,FREE NOW,244,Transportation
Functional area,2020.2,Functional area - Łódź,FREE NOW,266,Transportation
Functional area,2018.1,Functional area - Poznań,FREE NOW,307,Transportation
Functional area,2019.1,Functional area - Poznań,FREE NOW,327,Transportation
Functional area,2020.1,Functional area - Poznań,FREE NOW,352,Transportation
Functional area,2018.2,Functional area - Poznań,FREE NOW,317,Transportation
Functional area,2019.2,Functional area - Poznań,FREE NOW,344,Transportation
Functional area,2020.2,Functional area - Poznań,FREE NOW,371,Transportation
Functional area,2018.1,Functional area - Trójmiasto,FREE NOW,672,Transportation
Functional area,2019.1,Functional area - Trójmiasto,FREE NOW,695,Transportation
Functional area,2020.1,Functional area - Trójmiasto,FREE NOW,719,Transportation
Functional area,2018.2,Functional area - Trójmiasto,FREE NOW,682,Transportation
Functional area,2019.2,Functional area - Trójmiasto,FREE NOW,701,Transportation
Functional area,2020.2,Functional area - Trójmiasto,FREE NOW,723,Transportation
Functional area,2018.1,Functional area - Warszawa,FREE NOW,3799,Transportation
Functional area,2019.1,Functional area - Warszawa,FREE NOW,3823,Transportation
Functional area,2020.1,Functional area - Warszawa,FREE NOW,3849,Transportation
Functional area,2018.2,Functional area - Warszawa,FREE NOW,3807,Transportation
Functional area,2019.2,Functional area - Warszawa,FREE NOW,3833,Transportation
Functional area,2020.2,Functional area - Warszawa,FREE NOW,3854,Transportation
Functional area,2018.1,Functional area - Wrocław,FREE NOW,758,Transportation
Functional area,2019.1,Functional area - Wrocław,FREE NOW,774,Transportation
Functional area,2020.1,Functional area - Wrocław,FREE NOW,805,Transportation
Functional area,2018.2,Functional area - Wrocław,FREE NOW,760,Transportation
Functional area,2019.2,Functional area - Wrocław,FREE NOW,786,Transportation
Functional area,2020.2,Functional area - Wrocław,FREE NOW,809,Transportation
Cities,2018.1,Wrocław,FREE NOW,545,Transportation
Cities,2018.1,Warszawa,FREE NOW,2965,Transportation
Cities,2018.1,Kraków,FREE NOW,1058,Transportation
Cities,2018.1,Gdańsk,FREE NOW,312,Transportation
Cities,2018.1,Gdynia,FREE NOW,189,Transportation
Cities,2018.1,Sopot,FREE NOW,44,Transportation
Cities,2018.1,Poznań,FREE NOW,256,Transportation
Cities,2018.1,Łódź,FREE NOW,165,Transportation
Cities,2018.1,Katowice,FREE NOW,432,Transportation
Cities,2019.1,Wrocław,FREE NOW,755,Transportation
Cities,2019.1,Warszawa,FREE NOW,3098,Transportation
Cities,2019.1,Kraków,FREE NOW,1158,Transportation
Cities,2019.1,Gdańsk,FREE NOW,478,Transportation
Cities,2019.1,Gdynia,FREE NOW,283,Transportation
Cities,2019.1,Sopot,FREE NOW,170,Transportation
Cities,2019.1,Poznań,FREE NOW,287,Transportation
Cities,2019.1,Łódź,FREE NOW,229,Transportation
Cities,2020.1,Wrocław,FREE NOW,711,Transportation
Cities,2020.1,Warszawa,FREE NOW,2994,Transportation
Cities,2020.1,Kraków,FREE NOW,1279,Transportation
Cities,2020.1,Gdańsk,FREE NOW,515,Transportation
Cities,2020.1,Gdynia,FREE NOW,202,Transportation
Cities,2020.1,Sopot,FREE NOW,80,Transportation
Cities,2020.1,Poznań,FREE NOW,186,Transportation
Cities,2020.1,Łódź,FREE NOW,253,Transportation
Cities,2018.2,Wrocław,FREE NOW,642,Transportation
Cities,2018.2,Warszawa,FREE NOW,3042,Transportation
Cities,2018.2,Kraków,FREE NOW,1089,Transportation
Cities,2018.2,Gdańsk,FREE NOW,419,Transportation
Cities,2018.2,Gdynia,FREE NOW,214,Transportation
Cities,2018.2,Sopot,FREE NOW,121,Transportation
Cities,2018.2,Poznań,FREE NOW,281,Transportation
Cities,2018.2,Łódź,FREE NOW,215,Transportation
Cities,2019.2,Wrocław,FREE NOW,662,Transportation
